insert into ordenes values('CA-2016-152156', '42682', '42685', 'Second Class', 'CG-12520', '42420', 'South'),
('CA-2017-117212', '42792', '42794', 'Second Class', 'BT-11530', '90036', 'West'),
('CA-2017-117212', '42792', '42794', 'Second Class', 'BT-11530', '90036', 'West'),
('CA-2017-117212', '42792', '42794', 'Second Class', 'BT-11530', '90036', 'West'),
('US-2015-130519', '42262', '42262', 'Same Day', 'NG-18355', '33065', 'South'),
('US-2015-130519', '42262', '42262', 'Same Day', 'NG-18355', '33065', 'South'),
('US-2015-130519', '42262', '42262', 'Same Day', 'NG-18355', '33065', 'South'),
('US-2015-130519', '42262', '42262', 'Same Day', 'NG-18355', '33065', 'South'),
('CA-2016-130946', '42468', '42472', 'Standard Class', 'ZC-21910', '77041', 'Central'),
('CA-2016-130946', '42468', '42472', 'Standard Class', 'ZC-21910', '77041', 'Central'),
('CA-2016-130946', '42468', '42472', 'Standard Class', 'ZC-21910', '77041', 'Central'),
('CA-2016-114727', '42569', '42575', 'Standard Class', 'LS-16945', '80219', 'West'),
('CA-2016-114727', '42569', '42575', 'Standard Class', 'LS-16945', '80219', 'West'),
('CA-2016-114727', '42569', '42575', 'Standard Class', 'LS-16945', '80219', 'West'),
('CA-2016-114727', '42569', '42575', 'Standard Class', 'LS-16945', '80219', 'West'),
('CA-2016-114727', '42569', '42575', 'Standard Class', 'LS-16945', '80219', 'West'),
('CA-2017-133235', '42948', '42951', 'First Class', 'LH-16750', '28205', 'South'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('CA-2016-137050', '42565', '42569', 'Second Class', 'SW-20755', '10009', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('US-2017-118087', '42987', '42991', 'Standard Class', 'SP-20620', '19134', 'East'),
('CA-2014-110184', '41832', '41836', 'Standard Class', 'BF-11170', '90036', 'West'),
('CA-2014-110184', '41832', '41836', 'Standard Class', 'BF-11170', '90036', 'West'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2016-126004', '42708', '42709', 'First Class', 'BM-11140', '10024', 'East'),
('CA-2017-100013', '43045', '43050', 'Standard Class', 'ZC-21910', '90045', 'West'),
('CA-2017-100013', '43045', '43050', 'Standard Class', 'ZC-21910', '90045', 'West'),
('CA-2017-100013', '43045', '43050', 'Standard Class', 'ZC-21910', '90045', 'West'),
('CA-2015-132570', '42308', '42310', 'Second Class', 'KT-16480', '14215', 'East'),
('CA-2015-132570', '42308', '42310', 'Second Class', 'KT-16480', '14215', 'East'),
('CA-2016-153682', '42520', '42522', 'First Class', 'BG-11695', '45231', 'East'),
('CA-2016-144344', '42671', '42671', 'Same Day', 'PG-18820', '33437', 'South'),
('CA-2016-144344', '42671', '42671', 'Same Day', 'PG-18820', '33437', 'South'),
('CA-2016-144344', '42671', '42671', 'Same Day', 'PG-18820', '33437', 'South'),
('CA-2016-144344', '42671', '42671', 'Same Day', 'PG-18820', '33437', 'South'),
('CA-2014-127012', '41862', '41866', 'Standard Class', 'GM-14680', '98105', 'West'),
('CA-2014-127012', '41862', '41866', 'Standard Class', 'GM-14680', '98105', 'West'),
('CA-2014-127012', '41862', '41866', 'Standard Class', 'GM-14680', '98105', 'West'),
('CA-2016-128727', '42611', '42617', 'Standard Class', 'MO-17800', '10024', 'East'),
('US-2016-162859', '42415', '42422', 'Standard Class', 'PG-18820', '10009', 'East'),
('US-2016-162859', '42415', '42422', 'Standard Class', 'PG-18820', '10009', 'East'),
('CA-2017-133641', '42869', '42876', 'Standard Class', 'EJ-14155', '39503', 'South'),
('CA-2014-168494', '41985', '41987', 'Second Class', 'NP-18700', '93727', 'West'),
('CA-2014-168494', '41985', '41987', 'Second Class', 'NP-18700', '93727', 'West'),
('CA-2014-168494', '41985', '41987', 'Second Class', 'NP-18700', '93727', 'West'),
('CA-2017-115602', '43087', '43093', 'Standard Class', 'DJ-13630', '10009', 'East'),
('CA-2017-115602', '43087', '43093', 'Standard Class', 'DJ-13630', '10009', 'East'),
('CA-2017-115602', '43087', '43093', 'Standard Class', 'DJ-13630', '10009', 'East'),
('CA-2017-115602', '43087', '43093', 'Standard Class', 'DJ-13630', '10009', 'East'),
('CA-2015-154956', '42189', '42194', 'Standard Class', 'IM-15070', '53209', 'Central'),
('CA-2017-144638', '42804', '42808', 'Standard Class', 'MH-18115', '19013', 'East'),
('CA-2017-144638', '42804', '42808', 'Standard Class', 'MH-18115', '19013', 'East'),
('CA-2017-144638', '42804', '42808', 'Standard Class', 'MH-18115', '19013', 'East'),
('CA-2017-144638', '42804', '42808', 'Standard Class', 'MH-18115', '19013', 'East'),
('US-2016-168620', '42728', '42732', 'Second Class', 'RB-19795', '28205', 'South'),
('US-2016-168620', '42728', '42732', 'Second Class', 'RB-19795', '28205', 'South'),
('US-2016-168620', '42728', '42732', 'Second Class', 'RB-19795', '28205', 'South'),
('CA-2017-117079', '43031', '43035', 'Standard Class', 'JR-15700', '32216', 'South'),
('US-2016-144393', '42671', '42678', 'Standard Class', 'SM-20950', '27834', 'South'),
('CA-2017-105053', '42923', '42925', 'Second Class', 'CS-12355', '11561', 'East'),
('CA-2016-155992', '42644', '42645', 'First Class', 'CC-12220', '46350', 'Central'),
('CA-2016-155992', '42644', '42645', 'First Class', 'CC-12220', '46350', 'Central'),
('CA-2017-110380', '42980', '42985', 'Standard Class', 'PF-19225', '94122', 'West'),
('US-2014-167738', '41997', '42002', 'Standard Class', 'JC-16105', '90045', 'West'),
('US-2014-167738', '41997', '42002', 'Standard Class', 'JC-16105', '90045', 'West'),
('CA-2017-121412', '43001', '43005', 'Standard Class', 'BG-11695', '80027', 'West'),
('CA-2017-100426', '42890', '42894', 'Standard Class', 'DC-12850', '35630', 'South'),
('US-2016-103646', '42481', '42486', 'Standard Class', 'SP-20545', '60623', 'Central'),
('US-2016-103646', '42481', '42486', 'Standard Class', 'SP-20545', '60623', 'Central'),
('US-2016-103646', '42481', '42486', 'Standard Class', 'SP-20545', '60623', 'Central'),
('CA-2016-119186', '42516', '42516', 'Same Day', 'MS-17710', '76106', 'Central'),
('CA-2016-119186', '42516', '42516', 'Same Day', 'MS-17710', '76106', 'Central'),
('CA-2016-119186', '42516', '42516', 'Same Day', 'MS-17710', '76106', 'Central'),
('CA-2016-119186', '42516', '42516', 'Same Day', 'MS-17710', '76106', 'Central'),
('CA-2016-148698', '42492', '42497', 'Standard Class', 'BD-11770', '77070', 'Central'),
('CA-2014-163293', '41890', '41893', 'First Class', 'KC-16255', '31204', 'South'),
('CA-2014-163293', '41890', '41893', 'First Class', 'KC-16255', '31204', 'South'),
('CA-2016-160815', '42618', '42619', 'First Class', 'TR-21325', '52402', 'Central'),
('CA-2017-122154', '42834', '42836', 'First Class', 'SA-20830', '32216', 'South'),
('CA-2017-122154', '42834', '42836', 'First Class', 'SA-20830', '32216', 'South'),
('CA-2017-122154', '42834', '42836', 'First Class', 'SA-20830', '32216', 'South'),
('US-2015-149692', '42344', '42350', 'Standard Class', 'KW-16435', '78745', 'Central'),
('CA-2016-119445', '42547', '42554', 'Standard Class', 'GM-14500', '2908', 'East'),
('CA-2015-124268', '42189', '42193', 'Standard Class', 'AD-10180', '10035', 'East'),
('CA-2016-154711', '42696', '42700', 'Standard Class', 'TB-21355', '10009', 'East'),
('CA-2016-154711', '42696', '42700', 'Standard Class', 'TB-21355', '10009', 'East'),
('CA-2016-154711', '42696', '42700', 'Standard Class', 'TB-21355', '10009', 'East'),
('CA-2016-163384', '42684', '42686', 'First Class', 'CC-12430', '94122', 'West'),
('CA-2016-163384', '42684', '42686', 'First Class', 'CC-12430', '94122', 'West'),
('CA-2015-101707', '42243', '42248', 'Standard Class', 'PF-19165', '92105', 'West'),
('CA-2015-101707', '42243', '42248', 'Standard Class', 'PF-19165', '92105', 'West'),
('CA-2015-101707', '42243', '42248', 'Standard Class', 'PF-19165', '92105', 'West'),
('CA-2015-138898', '42149', '42153', 'Standard Class', 'JH-16180', '81001', 'West'),
('CA-2017-115427', '43099', '43103', 'Standard Class', 'EB-13975', '94533', 'West'),
('CA-2017-115427', '43099', '43103', 'Standard Class', 'EB-13975', '94533', 'West'),
('CA-2016-134425', '42712', '42716', 'Second Class', 'QJ-19255', '55106', 'Central'),
('CA-2015-121391', '42281', '42284', 'First Class', 'AA-10315', '94109', 'West'),
('CA-2016-137043', '42727', '42729', 'Second Class', 'LC-17140', '22153', 'South'),
('CA-2016-137043', '42727', '42729', 'Second Class', 'LC-17140', '22153', 'South'),
('CA-2015-115847', '42266', '42271', 'Second Class', 'TC-21535', '22204', 'South'),
('US-2017-126179', '42919', '42923', 'Standard Class', 'CS-12460', '31907', 'South'),
('US-2017-126179', '42919', '42923', 'Standard Class', 'CS-12460', '31907', 'South'),
('CA-2016-101966', '42565', '42567', 'Second Class', 'BM-11785', '77036', 'Central'),
('CA-2016-141397', '42541', '42542', 'First Class', 'RC-19825', '91104', 'West'),
('CA-2016-141397', '42541', '42542', 'First Class', 'RC-19825', '91104', 'West'),
('CA-2016-141397', '42541', '42542', 'First Class', 'RC-19825', '91104', 'West'),
('CA-2016-141397', '42541', '42542', 'First Class', 'RC-19825', '91104', 'West'),
('CA-2016-141397', '42541', '42542', 'First Class', 'RC-19825', '91104', 'West'),
('CA-2016-141082', '42713', '42717', 'Standard Class', 'FM-14380', '1841', 'East'),
('CA-2016-141082', '42713', '42717', 'Standard Class', 'FM-14380', '1841', 'East'),
('US-2016-134488', '42637', '42644', 'Standard Class', 'PK-19075', '43229', 'East'),
('CA-2016-145919', '42722', '42727', 'Standard Class', 'HG-14965', '90032', 'West'),
('CA-2016-145919', '42722', '42727', 'Standard Class', 'HG-14965', '90032', 'West'),
('CA-2016-145919', '42722', '42727', 'Standard Class', 'HG-14965', '90032', 'West'),
('CA-2017-157651', '43079', '43083', 'Standard Class', 'HA-14920', '19120', 'East'),
('CA-2014-160773', '41821', '41825', 'Standard Class', 'LW-16825', '32725', 'South'),
('CA-2014-160773', '41821', '41825', 'Standard Class', 'LW-16825', '32725', 'South'),
('CA-2017-167703', '42769', '42774', 'Standard Class', 'MC-17575', '45231', 'East'),
('CA-2017-167703', '42769', '42774', 'Standard Class', 'MC-17575', '45231', 'East'),
('CA-2017-121804', '42797', '42802', 'Standard Class', 'LP-17095', '42071', 'South'),
('CA-2017-162635', '43017', '43018', 'First Class', 'EB-14170', '28403', 'South'),
('CA-2014-107153', '41910', '41915', 'Standard Class', 'GZ-14545', '1841', 'East'),
('US-2014-117058', '41786', '41789', 'First Class', 'LE-16810', '60653', 'Central'),
('CA-2015-120439', '42169', '42173', 'Standard Class', 'AD-10180', '19120', 'East'),
('CA-2016-128258', '42459', '42461', 'First Class', 'CP-12085', '6360', 'East'),
('CA-2017-106033', '43023', '43026', 'Second Class', 'FG-14260', '94110', 'West'),
('CA-2016-142762', '42513', '42517', 'Standard Class', 'LD-17005', '94109', 'West'),
('CA-2017-127705', '42888', '42892', 'Standard Class', 'AB-10255', '44052', 'East'),
('CA-2017-127705', '42888', '42892', 'Standard Class', 'AB-10255', '44052', 'East'),
('CA-2014-122567', '41686', '41691', 'Standard Class', 'MN-17935', '75220', 'Central'),
('CA-2014-122567', '41686', '41691', 'Standard Class', 'MN-17935', '75220', 'Central'),
('CA-2014-121664', '41765', '41769', 'Standard Class', 'HP-14815', '90049', 'West'),
('CA-2016-122133', '42506', '42513', 'Standard Class', 'JR-15670', '6457', 'East'),
('US-2017-123281', '42827', '42832', 'Standard Class', 'JF-15190', '90008', 'West'),
('CA-2017-100524', '42825', '42827', 'Second Class', 'CM-12115', '10011', 'East'),
('CA-2017-100524', '42825', '42827', 'Second Class', 'CM-12115', '10011', 'East'),
('CA-2017-100524', '42825', '42827', 'Second Class', 'CM-12115', '10011', 'East'),
('CA-2017-113481', '42737', '42739', 'First Class', 'AS-10045', '28540', 'South'),
('CA-2017-113481', '42737', '42739', 'First Class', 'AS-10045', '28540', 'South'),
('CA-2017-113481', '42737', '42739', 'First Class', 'AS-10045', '28540', 'South'),
('CA-2015-131758', '42152', '42156', 'Standard Class', 'KB-16315', '11520', 'East'),
('CA-2015-131758', '42152', '42156', 'Standard Class', 'KB-16315', '11520', 'East'),
('CA-2014-118339', '41715', '41722', 'Standard Class', 'BN-11515', '55044', 'Central'),
('CA-2014-118339', '41715', '41722', 'Standard Class', 'BN-11515', '55044', 'Central'),
('CA-2014-118339', '41715', '41722', 'Standard Class', 'BN-11515', '55044', 'Central'),
('CA-2014-118339', '41715', '41722', 'Standard Class', 'BN-11515', '55044', 'Central'),
('CA-2014-118339', '41715', '41722', 'Standard Class', 'BN-11515', '55044', 'Central'),
('CA-2014-153976', '41915', '41920', 'Second Class', 'BP-11290', '60201', 'Central'),
('CA-2016-162901', '42457', '42460', 'First Class', 'AS-10045', '22204', 'South'),
('CA-2017-162978', '42859', '42864', 'Standard Class', 'LW-16990', '94109', 'West'),
('CA-2017-162978', '42859', '42864', 'Standard Class', 'LW-16990', '94109', 'West'),
('CA-2017-162978', '42859', '42864', 'Standard Class', 'LW-16990', '94109', 'West'),
('US-2014-160444', '41825', '41825', 'Same Day', 'DC-12850', '77036', 'Central'),
('US-2014-160444', '41825', '41825', 'Same Day', 'DC-12850', '77036', 'Central'),
('CA-2016-145247', '42495', '42497', 'First Class', 'ND-18370', '40214', 'South'),
('CA-2017-160045', '42851', '42852', 'First Class', 'LB-16735', '76106', 'Central'),
('US-2014-151925', '41908', '41913', 'Second Class', 'KT-16465', '90049', 'West'),
('CA-2017-125199', '43027', '43033', 'Standard Class', 'HM-14860', '19120', 'East'),
('CA-2017-125199', '43027', '43033', 'Standard Class', 'HM-14860', '19120', 'East'),
('CA-2017-125199', '43027', '43033', 'Standard Class', 'HM-14860', '19120', 'East'),
('US-2017-155425', '43049', '43050', 'First Class', 'AB-10600', '85705', 'West'),
('US-2017-155425', '43049', '43050', 'First Class', 'AB-10600', '85705', 'West'),
('US-2017-155425', '43049', '43050', 'First Class', 'AB-10600', '85705', 'West'),
('US-2017-155425', '43049', '43050', 'First Class', 'AB-10600', '85705', 'West'),
('US-2017-155425', '43049', '43050', 'First Class', 'AB-10600', '85705', 'West'),
('CA-2017-133249', '42924', '42927', 'First Class', 'SZ-20035', '90660', 'West'),
('US-2015-103471', '42362', '42366', 'Standard Class', 'JR-15670', '80906', 'West'),
('US-2015-103471', '42362', '42366', 'Standard Class', 'JR-15670', '80906', 'West'),
('CA-2017-136672', '42801', '42806', 'Standard Class', 'MG-17890', '20735', 'East'),
('US-2014-157021', '41730', '41735', 'Second Class', 'KM-16720', '94591', 'West'),
('US-2014-157021', '41730', '41735', 'Second Class', 'KM-16720', '94591', 'West'),
('CA-2015-120362', '42261', '42266', 'Standard Class', 'CA-12265', '84604', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('CA-2014-126361', '41855', '41860', 'Second Class', 'VD-21670', '84062', 'West'),
('US-2016-100566', '42616', '42622', 'Standard Class', 'JK-16120', '60505', 'Central'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('US-2016-108504', '42405', '42405', 'Same Day', 'PP-18955', '30080', 'South'),
('CA-2017-124828', '42919', '42920', 'First Class', 'YS-21880', '27217', 'South'),
('US-2017-117247', '43017', '43022', 'Standard Class', 'CK-12760', '60505', 'Central'),
('US-2017-117247', '43017', '43022', 'Standard Class', 'CK-12760', '60505', 'Central'),
('CA-2016-124485', '42698', '42700', 'First Class', 'NC-18340', '10035', 'East'),
('CA-2016-124485', '42698', '42700', 'First Class', 'NC-18340', '10035', 'East'),
('CA-2016-124485', '42698', '42700', 'First Class', 'NC-18340', '10035', 'East'),
('CA-2016-124485', '42698', '42700', 'First Class', 'NC-18340', '10035', 'East'),
('CA-2016-159212', '42675', '42679', 'Standard Class', 'KM-16375', '24153', 'South'),
('CA-2016-159212', '42675', '42679', 'Standard Class', 'KM-16375', '24153', 'South'),
('US-2016-161396', '42479', '42485', 'Standard Class', 'GM-14455', '43229', 'East'),
('US-2016-161396', '42479', '42485', 'Standard Class', 'GM-14455', '43229', 'East'),
('US-2014-118486', '41735', '41737', 'First Class', 'SD-20485', '19143', 'East'),
('US-2014-118486', '41735', '41737', 'First Class', 'SD-20485', '19143', 'East'),
('US-2014-118486', '41735', '41737', 'First Class', 'SD-20485', '19143', 'East'),
('CA-2016-130407', '42615', '42619', 'Standard Class', 'KD-16270', '10024', 'East'),
('CA-2016-130407', '42615', '42619', 'Standard Class', 'KD-16270', '10024', 'East'),
('US-2016-122245', '42638', '42643', 'Standard Class', 'AB-10105', '85023', 'West'),
('CA-2017-105144', '43043', '43050', 'Standard Class', 'SZ-20035', '75051', 'Central'),
('CA-2016-136329', '42560', '42564', 'Standard Class', 'JD-15895', '10035', 'East'),
('CA-2016-136329', '42560', '42564', 'Standard Class', 'JD-15895', '10035', 'East'),
('CA-2014-146640', '41820', '41825', 'Standard Class', 'HA-14905', '10024', 'East'),
('CA-2017-115994', '42763', '42766', 'Second Class', 'BT-11305', '92627', 'West'),
('CA-2017-115994', '42763', '42766', 'Second Class', 'BT-11305', '92627', 'West'),
('CA-2015-126697', '42268', '42271', 'First Class', 'SV-20815', '77041', 'Central'),
('CA-2015-126697', '42268', '42271', 'First Class', 'SV-20815', '77041', 'Central'),
('CA-2015-126697', '42268', '42271', 'First Class', 'SV-20815', '77041', 'Central'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('CA-2015-124800', '42273', '42277', 'Standard Class', 'RW-19540', '85204', 'West'),
('US-2015-164448', '42308', '42312', 'Second Class', 'DK-12835', '93905', 'West'),
('US-2015-164448', '42308', '42312', 'Second Class', 'DK-12835', '93905', 'West'),
('US-2015-164448', '42308', '42312', 'Second Class', 'DK-12835', '93905', 'West'),
('US-2015-164448', '42308', '42312', 'Second Class', 'DK-12835', '93905', 'West'),
('CA-2017-122700', '43065', '43069', 'Standard Class', 'LT-17110', '43229', 'East'),
('CA-2014-120768', '41992', '41994', 'Second Class', 'IM-15070', '35630', 'South'),
('CA-2014-120768', '41992', '41994', 'Second Class', 'IM-15070', '35630', 'South'),
('CA-2014-120768', '41992', '41994', 'Second Class', 'IM-15070', '35630', 'South'),
('US-2016-153129', '42730', '42734', 'Standard Class', 'FP-14320', '98105', 'West'),
('CA-2017-106852', '42906', '42913', 'Standard Class', 'ST-20530', '44134', 'East'),
('CA-2017-106852', '42906', '42913', 'Standard Class', 'ST-20530', '44134', 'East'),
('CA-2015-139731', '42292', '42292', 'Same Day', 'JE-15745', '79109', 'Central'),
('CA-2015-139731', '42292', '42292', 'Same Day', 'JE-15745', '79109', 'Central'),
('CA-2017-122735', '42837', '42840', 'Second Class', 'BD-11320', '2908', 'East'),
('CA-2017-122735', '42837', '42840', 'Second Class', 'BD-11320', '2908', 'East'),
('CA-2017-128160', '43088', '43093', 'Second Class', 'MM-17920', '94110', 'West'),
('CA-2017-117695', '42952', '42955', 'First Class', 'PW-19030', '40475', 'South'),
('CA-2015-166135', '42278', '42283', 'Standard Class', 'SC-20440', '80013', 'West'),
('CA-2016-133725', '42513', '42518', 'Standard Class', 'KL-16645', '60623', 'Central'),
('CA-2017-102337', '42899', '42902', 'First Class', 'SD-20485', '60653', 'Central'),
('CA-2017-102337', '42899', '42902', 'First Class', 'SD-20485', '60653', 'Central'),
('CA-2017-102337', '42899', '42902', 'First Class', 'SD-20485', '60653', 'Central'),
('US-2014-112564', '41752', '41753', 'First Class', 'TS-21160', '19134', 'East'),
('CA-2015-145821', '42125', '42131', 'Standard Class', 'JB-15400', '90008', 'West'),
('US-2015-160150', '42204', '42205', 'First Class', 'TS-21085', '85023', 'West'),
('CA-2016-133711', '42700', '42703', 'First Class', 'MC-17425', '36608', 'South'),
('CA-2016-133711', '42700', '42703', 'First Class', 'MC-17425', '36608', 'South'),
('CA-2016-133711', '42700', '42703', 'First Class', 'MC-17425', '36608', 'South'),
('CA-2016-133711', '42700', '42703', 'First Class', 'MC-17425', '36608', 'South'),
('CA-2017-148474', '42898', '42905', 'Standard Class', 'ME-17320', '31907', 'South'),
('CA-2017-148474', '42898', '42905', 'Standard Class', 'ME-17320', '31907', 'South'),
('CA-2015-111297', '42233', '42237', 'Standard Class', 'SC-20440', '2740', 'East'),
('CA-2016-123722', '42638', '42644', 'Standard Class', 'NH-18610', '75061', 'Central'),
('CA-2014-155271', '41763', '41763', 'Same Day', 'AA-10480', '6457', 'East'),
('CA-2015-119907', '42339', '42346', 'Standard Class', 'LC-17140', '98103', 'West'),
('US-2016-128902', '42440', '42444', 'Standard Class', 'MB-18085', '8360', 'East'),
('CA-2016-152289', '42608', '42610', 'First Class', 'LC-16930', '77506', 'Central'),
('CA-2016-152289', '42608', '42610', 'First Class', 'LC-16930', '77506', 'Central'),
('US-2016-104794', '42720', '42723', 'First Class', 'KD-16495', '10009', 'East'),
('CA-2014-151708', '41859', '41865', 'Standard Class', 'MB-17305', '85301', 'West'),
('CA-2014-151708', '41859', '41865', 'Standard Class', 'MB-17305', '85301', 'West'),
('CA-2015-100769', '42140', '42140', 'Same Day', 'TH-21550', '32216', 'South'),
('CA-2017-139199', '43078', '43082', 'Standard Class', 'DK-12835', '48234', 'Central'),
('CA-2017-139199', '43078', '43082', 'Standard Class', 'DK-12835', '48234', 'Central'),
('CA-2017-139199', '43078', '43082', 'Standard Class', 'DK-12835', '48234', 'Central'),
('US-2015-161466', '42271', '42274', 'Second Class', 'ON-18715', '19120', 'East'),
('CA-2017-164959', '42927', '42931', 'Standard Class', 'KN-16390', '90004', 'West'),
('US-2015-105676', '42339', '42340', 'Same Day', 'NM-18520', '77036', 'Central'),
('CA-2016-113138', '42693', '42699', 'Standard Class', 'NP-18685', '14304', 'East'),
('CA-2016-113138', '42693', '42699', 'Standard Class', 'NP-18685', '14304', 'East'),
('US-2017-104955', '42813', '42818', 'Standard Class', 'CG-12040', '10024', 'East'),
('CA-2016-121958', '42687', '42691', 'Standard Class', 'CS-12505', '27360', 'South'),
('CA-2017-121468', '43058', '43059', 'First Class', 'KD-16345', '92683', 'West'),
('US-2016-108455', '42706', '42712', 'Standard Class', 'MK-18160', '94122', 'West'),
('US-2016-108455', '42706', '42712', 'Standard Class', 'MK-18160', '94122', 'West'),
('US-2016-108455', '42706', '42712', 'Standard Class', 'MK-18160', '94122', 'West'),
('CA-2017-101210', '42972', '42975', 'Second Class', 'DW-13540', '38301', 'South'),
('CA-2017-101210', '42972', '42975', 'Second Class', 'DW-13540', '38301', 'South'),
('US-2016-108098', '42657', '42661', 'Standard Class', 'CP-12340', '98115', 'West'),
('CA-2014-119032', '41970', '41976', 'Standard Class', 'MS-17770', '10035', 'East'),
('CA-2015-140410', '42311', '42315', 'Standard Class', 'CM-12655', '90008', 'West'),
('CA-2015-140410', '42311', '42315', 'Standard Class', 'CM-12655', '90008', 'West'),
('CA-2015-140410', '42311', '42315', 'Standard Class', 'CM-12655', '90008', 'West'),
('CA-2014-136280', '41972', '41979', 'Standard Class', 'Co-12640', '19143', 'East'),
('CA-2017-151911', '42855', '42860', 'Second Class', 'DL-13495', '10024', 'East'),
('CA-2017-166436', '43063', '43067', 'Standard Class', 'TS-21370', '10035', 'East'),
('CA-2017-166436', '43063', '43067', 'Standard Class', 'TS-21370', '10035', 'East'),
('CA-2017-139661', '43038', '43042', 'Standard Class', 'JW-15220', '98661', 'West'),
('CA-2014-123925', '41990', '41992', 'Second Class', 'RF-19840', '31907', 'South'),
('CA-2017-152485', '42982', '42986', 'Standard Class', 'JD-15790', '75019', 'Central'),
('CA-2017-152485', '42982', '42986', 'Standard Class', 'JD-15790', '75019', 'Central'),
('CA-2017-152485', '42982', '42986', 'Standard Class', 'JD-15790', '75019', 'Central'),
('CA-2016-141586', '42660', '42663', 'First Class', 'NK-18490', '94122', 'West'),
('CA-2017-130386', '43051', '43057', 'Standard Class', 'NG-18430', '78745', 'Central'),
('CA-2017-130386', '43051', '43057', 'Standard Class', 'NG-18430', '78745', 'Central'),
('CA-2017-130386', '43051', '43057', 'Standard Class', 'NG-18430', '78745', 'Central'),
('CA-2016-100468', '42698', '42705', 'Standard Class', 'AT-10435', '90045', 'West'),
('CA-2016-100468', '42698', '42705', 'Standard Class', 'AT-10435', '90045', 'West'),
('CA-2015-153388', '42217', '42223', 'Standard Class', 'PC-19000', '90004', 'West'),
('CA-2015-153388', '42217', '42223', 'Standard Class', 'PC-19000', '90004', 'West'),
('CA-2017-154935', '43093', '43098', 'Standard Class', 'AR-10540', '10024', 'East'),
('CA-2016-134208', '42630', '42636', 'Standard Class', 'CS-12505', '31907', 'South'),
('CA-2017-108294', '43079', '43079', 'Same Day', 'LS-16975', '68104', 'Central'),
('CA-2017-103611', '42990', '42993', 'First Class', 'JM-15535', '90036', 'West'),
('CA-2017-100384', '42910', '42917', 'Standard Class', 'NH-18610', '91767', 'West'),
('CA-2017-100384', '42910', '42917', 'Standard Class', 'NH-18610', '91767', 'West'),
